Ω√¡°,VKOSPI
2017-12-05,-1.8
2017-12-04,-0.2
2017-12-01,0.45
2017-11-30,7.93
2017-11-29,1.92
2017-11-28,-3.4
2017-11-27,8.18
2017-11-24,-0.0
2017-11-23,0.26
2017-11-22,-0.5
2017-11-21,-2.2
2017-11-20,4.43
2017-11-17,-0.3
2017-11-16,-5.8
2017-11-15,3.35
2017-11-14,-1.4
2017-11-13,6.3
2017-11-10,-7.1
2017-11-09,-9.4
2017-11-08,-5.0
2017-11-07,0.94
2017-11-06,5.35
2017-11-03,0.77
2017-11-02,2.36
2017-11-01,5.22
2017-10-31,-2.6
2017-10-30,1.47
2017-10-27,-2.8
2017-10-26,1.62
2017-10-25,0.65
2017-10-24,0.49
2017-10-23,2.51
2017-10-20,-3.7
2017-10-19,2.65
2017-10-18,0.67
2017-10-17,0.67
2017-10-16,4.01
2017-10-13,-5.9
2017-10-12,-7.7
2017-10-11,-4.7
2017-10-10,3.36
2017-09-29,6.01
2017-09-28,2.26
2017-09-27,-2.2
2017-09-26,2.35
2017-09-25,0.32
2017-09-22,6.57
2017-09-21,-1.1
2017-09-20,3.09
2017-09-19,0.0
2017-09-18,1.98
2017-09-15,-3.5
2017-09-14,-13.0
2017-09-13,-0.4
2017-09-12,-3.1
2017-09-11,-7.3
2017-09-08,2.25
2017-09-07,-10.0
2017-09-06,1.05
2017-09-05,5.84
2017-09-04,14.0
2017-09-01,-2.0
2017-08-31,5.41
2017-08-30,-5.6
2017-08-29,5.13
2017-08-28,7.14
2017-08-25,0.08
2017-08-24,-3.4
2017-08-23,-0.3
2017-08-22,-5.6
2017-08-21,2.37
2017-08-18,7.47
2017-08-17,-13.0
2017-08-16,-15.0
2017-08-14,-11.0
2017-08-11,14.5
2017-08-10,5.41
2017-08-09,25.2
2017-08-08,-0.6
2017-08-07,-1.2
2017-08-04,-5.1
2017-08-03,18.1
2017-08-02,-2.1
2017-08-01,-8.8
2017-07-31,-1.0
2017-07-28,24.5
2017-07-27,-1.3
2017-07-26,1.54
2017-07-25,2.98
2017-07-24,2.44
2017-07-21,-5.4
2017-07-20,-2.1
2017-07-19,-1.1
2017-07-18,-0.3
2017-07-17,3.36
2017-07-14,-4.5
2017-07-13,-6.8
2017-07-12,-2.9
2017-07-11,-3.6
2017-07-10,-3.2
2017-07-07,-0.1
2017-07-06,-1.4
2017-07-05,-6.0
2017-07-04,14.0
2017-07-03,2.5
2017-06-30,3.0
2017-06-29,-2.7
2017-06-28,2.04
2017-06-27,-1.1
2017-06-26,4.95
2017-06-23,1.16
2017-06-22,-3.8
2017-06-21,-0.6
2017-06-20,-0.2
2017-06-19,2.44
2017-06-16,-2.1
2017-06-15,0.69
2017-06-14,0.78
2017-06-13,-4.5
2017-06-12,5.77
2017-06-09,-5.6
2017-06-08,-5.9
2017-06-07,-0.6
2017-06-05,2.29
2017-06-02,-0.7
2017-06-01,-3.1
2017-05-31,-3.0
2017-05-30,-3.0
2017-05-29,3.77
2017-05-26,-0.3
2017-05-25,4.71
2017-05-24,0.54
2017-05-23,0.7
2017-05-22,-0.7
2017-05-19,-2.2
2017-05-18,2.73
2017-05-17,2.56
2017-05-16,-2.9
2017-05-15,4.63
2017-05-12,-16.0
2017-05-11,-8.8
2017-05-10,2.6
2017-05-08,14.3
2017-05-04,4.48
2017-05-02,7.42
2017-04-28,3.81
2017-04-27,-2.9
2017-04-26,1.33
2017-04-25,-5.8
2017-04-24,-0.9
2017-04-21,-3.0
2017-04-20,-10.0
2017-04-19,-3.3
2017-04-18,-2.7
2017-04-17,-3.6
2017-04-14,12.8
2017-04-13,-7.7
2017-04-12,-5.5
2017-04-11,12.9
2017-04-10,16.9
2017-04-07,6.85
2017-04-06,6.49
2017-04-05,1.46
2017-04-04,-0.6
2017-04-03,-0.4
2017-03-31,-1.2
2017-03-30,-3.0
2017-03-29,-5.7
2017-03-28,-5.5
2017-03-27,4.94
2017-03-24,-3.0
2017-03-23,-3.1
2017-03-22,4.11
2017-03-21,7.67
2017-03-20,4.36
2017-03-17,-0.1
2017-03-16,-0.9
2017-03-15,2.43
2017-03-14,3.83
2017-03-13,0.28
2017-03-10,-10.0
2017-03-09,5.84
2017-03-08,0.98
2017-03-07,-0.8
2017-03-06,2.83
2017-03-03,3.98
2017-03-02,-0.8
2017-02-28,0.19
2017-02-27,4.22
2017-02-24,4.09
2017-02-23,0.72
2017-02-22,-2.8
2017-02-21,-1.6
2017-02-20,1.5
2017-02-17,-1.1
2017-02-16,-0.4
2017-02-15,-2.6
2017-02-14,-0.1
2017-02-13,0.96
2017-02-10,-4.8
2017-02-09,-3.4
2017-02-08,-3.4
2017-02-07,-2.0
2017-02-06,0.25
2017-02-03,-2.2
2017-02-02,0.91
2017-02-01,-3.4
2017-01-31,8.11
2017-01-26,-4.3
2017-01-25,-2.9
2017-01-24,-3.2
2017-01-23,1.49
2017-01-20,1.27
2017-01-19,2.53
2017-01-18,3.73
2017-01-17,0.08
2017-01-16,7.66
2017-01-13,-8.8
2017-01-12,5.62
2017-01-11,3.83
2017-01-10,-1.4
2017-01-09,1.18
2017-01-06,-1.0
2017-01-05,2.02
2017-01-04,-3.0
2017-01-03,-3.7
2017-01-02,1.48
2016-12-29,2.58
2016-12-28,-2.4
2016-12-27,1.14
2016-12-26,2.52
2016-12-23,0.0
2016-12-22,0.09
2016-12-21,0.45
2016-12-20,-2.2
2016-12-19,3.3
2016-12-16,-1.0
2016-12-15,-2.3
2016-12-14,-0.7
2016-12-13,-3.8
2016-12-12,0.08
2016-12-09,1.37
2016-12-08,0.0
2016-12-07,-4.9
2016-12-06,-6.6
2016-12-05,-2.4
2016-12-02,4.25
2016-12-01,1.09
2016-11-30,-1.2
2016-11-29,1.41
2016-11-28,2.16
2016-11-25,0.72
2016-11-24,1.39
2016-11-23,-4.6
2016-11-22,-7.2
2016-11-21,1.09
2016-11-18,-2.6
2016-11-17,-5.6
2016-11-16,-8.0
2016-11-15,-3.0
2016-11-14,11.3
2016-11-11,5.69
2016-11-10,-26.0
2016-11-09,16.5
2016-11-08,-6.6
2016-11-07,-3.8
2016-11-04,8.68
2016-11-03,-1.8
2016-11-02,16.6
2016-11-01,1.23
2016-10-31,10.4
2016-10-28,1.15
2016-10-27,-2.3
2016-10-26,6.1
2016-10-25,-1.4
2016-10-24,-2.8
2016-10-21,-1.2
2016-10-20,-2.2
2016-10-19,-1.9
2016-10-18,-4.3
2016-10-17,3.12
2016-10-14,-7.1
2016-10-13,2.98
2016-10-12,-4.5
2016-10-11,6.84
2016-10-10,1.62
2016-10-07,2.96
2016-10-06,-0.7
2016-10-05,0.43
2016-10-04,-1.6
2016-09-30,14.4
2016-09-29,-3.6
2016-09-28,1.99
2016-09-27,-1.1
2016-09-26,6.73
2016-09-23,-2.8
2016-09-22,-12.0
2016-09-21,0.57
2016-09-20,-0.3
2016-09-19,-10.0
2016-09-13,-4.6
2016-09-12,42.4
2016-09-09,3.86
2016-09-08,0.45
2016-09-07,2.21
2016-09-06,-5.2
2016-09-05,-2.6
2016-09-02,0.86
2016-09-01,0.78
2016-08-31,0.61
2016-08-30,-4.0
2016-08-29,-0.2
2016-08-26,0.76
2016-08-25,-0.9
2016-08-24,1.35
2016-08-23,-3.8
2016-08-22,5.29
2016-08-19,0.77
2016-08-18,-1.5
2016-08-17,-0.6
2016-08-16,6.25
2016-08-12,-1.5
2016-08-11,-2.5
2016-08-10,1.83
2016-08-09,-6.2
2016-08-08,-2.5
2016-08-05,-1.2
2016-08-04,-3.2
2016-08-03,4.45
2016-08-02,-0.0
2016-08-01,-0.0
2016-07-29,-0.6
2016-07-28,-1.5
2016-07-27,1.9
2016-07-26,-2.9
2016-07-25,1.32
2016-07-22,0.08
2016-07-21,-1.5
2016-07-20,-3.3
2016-07-19,0.45
2016-07-18,0.6
2016-07-15,-4.3
2016-07-14,-3.1
2016-07-13,0.56
2016-07-12,1.78
2016-07-11,-4.4
2016-07-08,6.43
2016-07-07,-5.6
2016-07-06,14.6
2016-07-05,3.39
2016-07-04,-4.1
2016-07-01,-7.1
2016-06-30,-5.2
2016-06-29,-15.0
2016-06-28,-10.0
2016-06-27,-13.0
2016-06-24,24.0
2016-06-23,8.74
2016-06-22,3.79
2016-06-21,-1.8
2016-06-20,-7.5
2016-06-17,1.66
2016-06-16,7.59
2016-06-15,0.68
2016-06-14,6.76
2016-06-13,27.0
2016-06-10,-1.7
2016-06-09,-0.9
2016-06-08,-0.8
2016-06-07,4.15
2016-06-03,1.81
2016-06-02,-0.6
2016-06-01,-1.1
2016-05-31,-0.9
2016-05-30,3.2
2016-05-27,-1.3
2016-05-26,-1.6
2016-05-25,-6.9
2016-05-24,2.73
2016-05-23,2.98
2016-05-20,0.17
2016-05-19,0.75
2016-05-18,2.48
2016-05-17,-1.1
2016-05-16,-0.7
2016-05-13,-1.0
2016-05-12,-5.7
2016-05-11,1.43
2016-05-10,-4.0
2016-05-09,2.5
2016-05-04,2.48
2016-05-03,-2.1
2016-05-02,2.9
2016-04-29,-2.5
2016-04-28,0.0
2016-04-27,2.0
2016-04-26,-2.6
2016-04-25,4.06
2016-04-22,1.15
2016-04-21,-4.2
2016-04-20,2.5
2016-04-19,-3.9
2016-04-18,6.77
2016-04-15,-2.9
2016-04-14,-0.2
2016-04-12,-6.2
2016-04-11,2.14
2016-04-08,0.08
2016-04-07,-1.8
2016-04-06,-3.7
2016-04-05,4.38
2016-04-04,-2.2
2016-04-01,9.98
2016-03-31,3.61
2016-03-30,-3.2
2016-03-29,-3.7
2016-03-28,4.07
2016-03-25,-2.8
2016-03-24,-0.5
2016-03-23,0.24
2016-03-22,-6.1
2016-03-21,4.4
2016-03-18,-2.4
2016-03-17,-6.1
2016-03-16,1.15
2016-03-15,0.5
2016-03-14,2.81
2016-03-11,-0.8
2016-03-10,-4.2
2016-03-09,1.14
2016-03-08,0.86
2016-03-07,-1.0
2016-03-04,-1.5
2016-03-03,-6.4
2016-03-02,-12.0
2016-02-29,4.4
2016-02-26,-0.7
2016-02-25,-1.0
2016-02-24,3.13
2016-02-23,-1.7
2016-02-22,-1.2
2016-02-19,-1.2
2016-02-18,-6.5
2016-02-17,-2.7
2016-02-16,-9.5
2016-02-15,-10.0
2016-02-12,4.08
2016-02-11,24.2
2016-02-05,8.42
2016-02-04,-9.1
2016-02-03,6.04
2016-02-02,-0.1
2016-02-01,-2.9
2016-01-29,-4.4
2016-01-28,-2.1
2016-01-27,-5.9
2016-01-26,6.8
2016-01-25,-5.5
2016-01-22,-16.0
2016-01-21,0.46
2016-01-20,20.1
2016-01-19,-5.7
2016-01-18,2.51
2016-01-15,8.6
2016-01-14,5.6
2016-01-13,-11.0
2016-01-12,2.09
2016-01-11,12.5
2016-01-08,-6.3
2016-01-07,14.3
2016-01-06,4.46
2016-01-05,-2.0
2016-01-04,14.6
2015-12-30,2.01
2015-12-29,-4.4
2015-12-28,8.75
2015-12-24,0.3
2015-12-23,-8.8
2015-12-22,-4.0
2015-12-21,7.63
2015-12-18,-1.2
2015-12-17,-11.0
2015-12-16,-7.5
2015-12-15,2.63
2015-12-14,11.3
2015-12-11,-3.0
2015-12-10,1.4
2015-12-09,-0.4
2015-12-08,4.45
2015-12-07,-2.4
2015-12-04,3.9
2015-12-03,6.75
2015-12-02,1.98
2015-12-01,-5.0
2015-11-30,11.7
2015-11-27,1.5
2015-11-26,0.72
2015-11-25,0.08
2015-11-24,-3.9
2015-11-23,-2.1
2015-11-20,-2.1
2015-11-19,-8.6
2015-11-18,-0.1
2015-11-17,-10.0
2015-11-16,12.5
2015-11-13,0.74
2015-11-12,0.75
2015-11-11,-4.4
2015-11-10,9.4
2015-11-09,0.43
2015-11-06,2.12
2015-11-05,0.07
2015-11-04,1.18
2015-11-03,-7.4
2015-11-02,2.67
2015-10-30,-3.2
2015-10-29,0.07
2015-10-28,2.73
2015-10-27,0.56
2015-10-26,2.01
2015-10-23,-3.8
2015-10-22,0.62
2015-10-21,-6.9
2015-10-20,-5.0
2015-10-19,2.97
2015-10-16,-0.5
2015-10-15,-3.4
2015-10-14,3.32
2015-10-13,-1.4
2015-10-12,1.44
2015-10-08,0.5
2015-10-07,-6.8
2015-10-06,-3.5
2015-10-05,-4.2
2015-10-02,0.16
2015-10-01,-9.9
2015-09-30,4.7
2015-09-25,0.2
2015-09-24,-0.9
2015-09-23,7.65
2015-09-22,-8.0
2015-09-21,13.7
2015-09-18,-15.0
2015-09-17,-2.2
2015-09-16,-3.6
2015-09-15,0.69
2015-09-14,10.1
2015-09-11,-4.2
2015-09-10,15.2
2015-09-09,-15.0
2015-09-08,-11.0
2015-09-07,6.16
2015-09-04,11.4
2015-09-03,-8.8
2015-09-02,1.4
2015-09-01,11.8
2015-08-31,7.69
2015-08-28,-9.7
2015-08-27,-11.0
2015-08-26,-18.0
2015-08-25,-1.8
2015-08-24,54.4
2015-08-21,24.0
2015-08-20,2.4
2015-08-19,3.11
2015-08-18,-1.4
2015-08-17,2.94
2015-08-13,-4.1
2015-08-12,4.91
2015-08-11,1.09
2015-08-10,1.41
2015-08-07,-1.1
2015-08-06,5.4
2015-08-05,-2.6
2015-08-04,-5.0
2015-08-03,3.62
2015-07-31,-2.2
2015-07-30,1.47
2015-07-29,-3.1
2015-07-28,2.25
2015-07-27,3.92
2015-07-24,0.99
2015-07-23,-2.5
2015-07-22,2.28
2015-07-21,-0.5
2015-07-20,2.8
2015-07-17,1.58
2015-07-16,-5.3
2015-07-15,-5.5
2015-07-14,-4.9
2015-07-13,-3.1
2015-07-10,3.28
2015-07-09,-4.6
2015-07-08,7.86
2015-07-07,-5.7
2015-07-06,12.0
2015-07-03,4.72
2015-07-02,-3.4
2015-07-01,-5.8
2015-06-30,-1.6
2015-06-29,16.0
2015-06-26,-1.3
2015-06-25,0.86
2015-06-24,-2.9
2015-06-23,-8.0
2015-06-22,2.45
2015-06-19,-2.1
2015-06-18,-1.1
2015-06-17,0.84
2015-06-16,2.01
2015-06-15,4.96
2015-06-12,-3.7
2015-06-11,-9.4
2015-06-10,-1.8
2015-06-09,3.6
2015-06-08,3.88
2015-06-05,-0.5
2015-06-04,4.46
2015-06-03,3.89
2015-06-02,0.6
2015-06-01,5.64
2015-05-29,-1.9
2015-05-28,-1.9
2015-05-27,5.99
2015-05-26,6.37
2015-05-22,-0.1
2015-05-21,0.43
2015-05-20,1.76
2015-05-19,-1.9
2015-05-18,-4.2
2015-05-15,-4.8
2015-05-14,-2.3
2015-05-13,2.67
2015-05-12,0.08
2015-05-11,1.36
2015-05-08,3.38
2015-05-07,-2.1
2015-05-06,2.48
2015-05-04,2.89
2015-04-30,-4.0
2015-04-29,-1.7
2015-04-28,-5.5
2015-04-27,0.84
2015-04-24,-3.1
2015-04-23,9.74
2015-04-22,2.41
2015-04-21,-4.6
2015-04-20,2.6
2015-04-17,-1.6
2015-04-16,4.52
2015-04-15,-1.0
2015-04-14,0.33
2015-04-13,5.98
2015-04-10,2.25
2015-04-09,-1.5
2015-04-08,3.11
2015-04-07,0.27
2015-04-06,-0.9
2015-04-03,-2.3
2015-04-02,-0.7
2015-04-01,2.43
2015-03-31,-2.2
2015-03-30,0.27
2015-03-27,-3.8
2015-03-26,0.43
2015-03-25,0.95
2015-03-24,-0.6
2015-03-23,4.48
2015-03-20,-1.8
2015-03-19,-6.8
2015-03-18,5.71
2015-03-17,0.0
2015-03-16,0.96
2015-03-13,-10.0
2015-03-12,2.91
2015-03-11,4.56
2015-03-10,1.28
2015-03-09,8.35
2015-03-06,-1.1
2015-03-05,0.55
2015-03-04,0.18
2015-03-03,-2.7
2015-03-02,0.18
2015-02-27,-2.1
2015-02-26,-0.7
2015-02-25,-2.9
2015-02-24,-0.6
2015-02-23,1.45
2015-02-17,0.43
2015-02-16,0.52
2015-02-13,-9.1
2015-02-12,-1.8
2015-02-11,-1.0
2015-02-10,1.08
2015-02-09,-0.6
2015-02-06,-2.1
2015-02-05,1.52
2015-02-04,-3.8
2015-02-03,-3.1
2015-02-02,3.22
2015-01-30,-1.2
2015-01-29,2.52
2015-01-28,1.89
2015-01-27,-3.7
2015-01-26,4.32
2015-01-23,-5.0
2015-01-22,0.36
2015-01-21,0.0
2015-01-20,-1.6
2015-01-19,-3.6
2015-01-16,7.35
2015-01-15,-1.8
2015-01-14,3.9
2015-01-13,-0.1
2015-01-12,3.81
2015-01-09,-3.6
2015-01-08,-2.6
2015-01-07,-1.1
2015-01-06,11.8
2015-01-05,-0.7
2015-01-02,-3.6
2014-12-30,0.46
2014-12-29,4.79
2014-12-26,-0.8
2014-12-24,-2.6
2014-12-23,-1.0
2014-12-22,-4.2
2014-12-19,-11.0
2014-12-18,-4.1
2014-12-17,6.02
2014-12-16,7.47
2014-12-15,3.96
2014-12-12,-7.2
2014-12-11,5.71
2014-12-10,10.7
2014-12-09,-2.6
2014-12-08,3.09
2014-12-05,1.07
2014-12-04,5.83
2014-12-03,-2.8
2014-12-02,-1.9
2014-12-01,4.14
2014-11-28,-0.9
2014-11-27,-2.6
2014-11-26,-0.0
2014-11-25,-2.3
2014-11-24,-2.4
2014-11-21,-2.0
2014-11-20,-0.8
2014-11-19,-0.0
2014-11-18,-4.1
2014-11-17,0.15
2014-11-14,-4.7
2014-11-13,3.64
2014-11-12,0.0
2014-11-11,-1.7
2014-11-10,-2.1
2014-11-07,-0.4
2014-11-06,-0.6
2014-11-05,-2.8
2014-11-04,2.84
2014-11-03,3.29
2014-10-31,4.33
2014-10-30,-0.7
2014-10-29,-3.5
2014-10-28,-2.1
2014-10-27,-2.5
2014-10-24,1.03
2014-10-23,-2.2
2014-10-22,-6.8
2014-10-21,-1.1
2014-10-20,-13.0
2014-10-17,9.26
2014-10-16,8.66
2014-10-15,-4.0
2014-10-14,4.07
2014-10-13,2.54
2014-10-10,14.8
2014-10-08,3.0
2014-10-07,-1.7
2014-10-06,-7.3
2014-10-02,8.28
2014-10-01,3.7
2014-09-30,0.55
2014-09-29,2.6
2014-09-26,1.23
2014-09-25,0.16
2014-09-24,-0.0
2014-09-23,-1.6
2014-09-22,5.92
2014-09-19,-4.5
2014-09-18,0.41
2014-09-17,0.83
2014-09-16,1.01
2014-09-15,6.8
2014-09-12,-6.8
2014-09-11,2.92
2014-09-05,3.65
2014-09-04,0.63
2014-09-03,-0.7
2014-09-02,0.54
2014-09-01,3.04
2014-08-29,0.65
2014-08-28,-0.4
2014-08-27,-1.3
2014-08-26,-4.6
2014-08-25,2.04
2014-08-22,-6.2
2014-08-21,5.24
2014-08-20,-0.1
2014-08-19,-6.5
2014-08-18,-2.3
2014-08-14,-2.7
2014-08-13,3.28
2014-08-12,0.97
2014-08-11,-3.9
2014-08-08,11.7
2014-08-07,-4.5
2014-08-06,-2.6
2014-08-05,-5.8
2014-08-04,0.84
2014-08-01,3.07
2014-07-31,-5.9
2014-07-30,10.7
2014-07-29,4.19
2014-07-28,7.44
2014-07-25,0.28
2014-07-24,-0.0
2014-07-23,0.37
2014-07-22,-1.1
2014-07-21,1.77
2014-07-18,2.77
2014-07-17,0.0
2014-07-16,0.77
2014-07-15,-4.9
2014-07-14,-3.2
2014-07-11,1.8
2014-07-10,1.0
2014-07-09,3.58
2014-07-08,-1.5
2014-07-07,1.13
2014-07-04,-1.7
2014-07-03,-1.1
2014-07-02,-2.4
2014-07-01,-2.0
2014-06-30,3.61
2014-06-27,2.03
2014-06-26,-0.8
2014-06-25,1.67
2014-06-24,-2.1
2014-06-23,-4.0
2014-06-20,4.84
2014-06-19,-4.5
2014-06-18,0.88
2014-06-17,-2.8
2014-06-16,-3.2
2014-06-13,4.22
2014-06-12,1.31
2014-06-11,-0.6
2014-06-10,-0.9
2014-06-09,1.48
2014-06-05,5.33
2014-06-03,-0.0
2014-06-02,0.28
2014-05-30,3.53
2014-05-29,-2.8
2014-05-28,-2.7
2014-05-27,-0.1
2014-05-26,0.36
2014-05-23,-1.7
2014-05-22,-4.8
2014-05-21,-1.0
2014-05-20,0.5
2014-05-19,4.65
2014-05-16,0.26
2014-05-15,1.79
2014-05-14,9.4
2014-05-13,-1.6
2014-05-12,-3.0
2014-05-09,-5.7
2014-05-08,-5.3
2014-05-07,11.5
2014-05-02,-7.2
2014-04-30,-0.5
2014-04-29,-4.2
2014-04-28,-0.1
2014-04-25,1.08
2014-04-24,2.37
2014-04-23,-0.8
2014-04-22,-0.5
2014-04-21,4.27
2014-04-18,-5.2
2014-04-17,-0.3
2014-04-16,0.0
2014-04-15,-0.5
2014-04-14,-1.6
2014-04-11,-1.3
2014-04-10,-0.7
2014-04-09,-2.2
2014-04-08,0.39
2014-04-07,1.33
2014-04-04,-2.6
2014-04-03,-1.8
2014-04-02,-1.9
2014-04-01,-1.5
2014-03-31,4.46
2014-03-28,2.0
2014-03-27,3.02
2014-03-26,-2.8
2014-03-25,0.93
2014-03-24,0.63
2014-03-21,-7.2
2014-03-20,2.3
2014-03-19,0.15
2014-03-18,-6.3
2014-03-17,-1.2
2014-03-14,5.37
2014-03-13,-4.9
2014-03-12,8.13
2014-03-11,-4.0
2014-03-10,6.0
2014-03-07,-2.9
2014-03-06,-1.8
2014-03-05,-4.3
2014-03-04,-0.4
2014-03-03,7.56
2014-02-28,0.37
2014-02-27,-1.1
2014-02-26,-0.1
2014-02-25,-5.1
2014-02-24,1.56
2014-02-21,-4.1
2014-02-20,1.44
2014-02-19,1.75
2014-02-18,0.14
2014-02-17,0.92
2014-02-14,-5.6
2014-02-13,3.67
2014-02-12,-2.1
2014-02-11,-3.3
2014-02-10,-0.6
2014-02-07,-6.8
2014-02-06,-3.4
2014-02-05,-3.1
2014-02-04,11.2
2014-02-03,10.0
2014-01-29,-3.0
2014-01-28,-1.1
2014-01-27,13.3
2014-01-24,0.53
2014-01-23,2.48
2014-01-22,-0.5
2014-01-21,-1.2
2014-01-20,0.23
2014-01-17,2.26
2014-01-16,-1.8
2014-01-15,-1.7
2014-01-14,-0.7
2014-01-13,-2.6
2014-01-10,2.61
2014-01-09,-1.6
2014-01-08,-1.6
2014-01-07,-3.0
2014-01-06,1.28
2014-01-03,0.86
2014-01-02,8.96
2013-12-30,1.9
2013-12-27,-2.4
2013-12-26,2.14
2013-12-24,-3.8
2013-12-23,-1.1
2013-12-20,-5.5
2013-12-19,-6.6
2013-12-18,1.34
2013-12-17,-3.4
2013-12-16,3.28
2013-12-13,-1.3
2013-12-12,5.73
2013-12-11,1.13
2013-12-10,-4.3
2013-12-09,-0.9
2013-12-06,0.27
2013-12-05,1.85
2013-12-04,0.0
2013-12-03,0.0
2013-12-02,1.39
2013-11-29,-1.8
2013-11-28,0.27
2013-11-27,1.24
2013-11-26,-0.0
2013-11-25,0.49
2013-11-22,-4.8
2013-11-21,7.22
2013-11-20,2.1
2013-11-19,-1.0
2013-11-18,1.52
2013-11-15,-3.0
2013-11-14,-3.5
2013-11-13,8.78
2013-11-12,-2.5
2013-11-11,2.13
2013-11-08,1.19
2013-11-07,-1.0
2013-11-06,0.59
2013-11-05,-3.5
2013-11-04,1.96
2013-11-01,-4.5
2013-10-31,6.35
2013-10-30,0.52
2013-10-29,-1.0
2013-10-28,0.44
2013-10-25,0.15
2013-10-24,-4.7
2013-10-23,2.97
2013-10-22,-0.0
2013-10-21,2.9
2013-10-18,-4.1
2013-10-17,-4.1
2013-10-16,8.06
2013-10-15,-4.7
2013-10-14,1.94
2013-10-11,-10.0
2013-10-10,0.78
2013-10-08,0.07
2013-10-07,1.85
2013-10-04,2.58
2013-10-02,-5.2
2013-10-01,0.98
2013-09-30,6.44
2013-09-27,-1.1
2013-09-26,-2.6
2013-09-25,-2.7
2013-09-24,-3.0
2013-09-23,-2.8
2013-09-17,2.76
2013-09-16,1.08
2013-09-13,0.32
2013-09-12,0.38
2013-09-11,-1.5
2013-09-10,-3.1
2013-09-09,2.76
2013-09-06,-1.1
2013-09-05,-0.6
2013-09-04,1.5
2013-09-03,-0.6
2013-09-02,2.48
2013-08-30,0.45
2013-08-29,-0.2
2013-08-28,2.61
2013-08-27,4.72
2013-08-26,-2.6
2013-08-23,-8.0
2013-08-22,1.3
2013-08-21,3.4
2013-08-20,7.37
2013-08-19,1.97
2013-08-16,3.27
2013-08-14,-3.3
2013-08-13,-3.1
2013-08-12,2.36
2013-08-09,-3.8
2013-08-08,-2.5
2013-08-07,2.47
2013-08-06,0.4
